timestamp,vib_x,vib_y,vib_z,vib_rms
1788592743.8574402,0.4097,0.36,0.9157,1.0658
1788592743.9074402,0.468,0.4047,0.8961,1.0889
1788592743.9574404,0.4917,0.4106,0.9024,1.1067
1788592744.0074403,0.4186,0.3227,0.9776,1.1113
1788592744.0574403,0.4793,0.3681,0.9247,1.1047
1788592744.1074402,0.4944,0.4065,0.9523,1.1474
1788592744.1574402,0.4344,0.3741,0.9348,1.0966
1788592744.2074404,0.4161,0.3463,0.9641,1.1057
1788592744.2574403,0.4707,0.3792,0.9394,1.1171
1788592744.3074403,0.4249,0.3324,0.881,1.033
1788592744.3574402,0.3881,0.4088,0.8954,1.0581
1788592744.4074402,0.4247,0.3811,0.9282,1.0896
1788592744.4574404,0.4413,0.3472,0.9685,1.1195
1788592744.5074403,0.4072,0.3802,0.9234,1.0784
1788592744.5574403,0.4977,0.414,0.8817,1.0938
1788592744.6074402,0.4385,0.3388,1.0059,1.1484
1788592744.6574402,0.4563,0.37,0.9465,1.114
1788592744.7074404,0.4819,0.3919,0.9081,1.1002
1788592744.7574403,0.4166,0.3751,0.9624,1.1138
1788592744.8074403,0.4911,0.3945,0.9313,1.1243
1788592744.8574402,0.4677,0.3902,0.9722,1.1472
1788592744.9074402,0.5074,0.3867,0.9508,1.145
1788592744.9574404,0.4314,0.4186,0.9265,1.1044
1788592745.0074403,0.3809,0.3327,0.9445,1.0714
1788592745.0574403,0.4301,0.3967,0.882,1.0584
1788592745.1074402,0.4405,0.3882,0.9684,1.1325
1788592745.1574402,0.4143,0.4178,1.0063,1.1657
1788592745.2074404,0.4978,0.3658,0.9936,1.17
1788592745.2574403,0.4589,0.3778,0.9312,1.1047
1788592745.3074403,0.4666,0.3636,0.9357,1.107
1788592745.3574402,0.4625,0.3976,1.0124,1.1819
1788592745.4074402,0.4773,0.4044,0.9014,1.0972
1788592745.4574404,0.4582,0.4014,0.8906,1.079
1788592745.5074403,0.4183,0.4005,0.9836,1.1414
1788592745.5574403,0.4489,0.3725,1.0334,1.1867
1788592745.6074402,0.4525,0.3918,0.933,1.1085
1788592745.6574402,0.421,0.3569,0.9302,1.0816
1788592745.7074404,0.5017,0.3789,0.9377,1.129
1788592745.7574403,0.4313,0.3879,0.8741,1.0491
1788592745.8074403,0.4894,0.37,1.0125,1.1839
1788592745.8574402,0.4539,0.3885,0.9664,1.1362
1788592745.9074402,0.4338,0.3732,0.8985,1.0653
1788592745.9574404,0.4784,0.3647,0.8702,1.0579
1788592746.0074403,0.481,0.373,0.9589,1.1358
1788592746.0574403,0.478,0.3215,0.9974,1.1518
1788592746.1074402,0.4671,0.3763,0.9974,1.1639
1788592746.1574402,0.4396,0.3526,0.9405,1.0964
1788592746.2074404,0.4557,0.3483,0.9677,1.1249
1788592746.2574403,0.447,0.3712,0.9079,1.0779
1788592746.3074403,0.4739,0.3671,0.9441,1.1183
1788592746.3574402,0.407,0.3919,0.9246,1.0836
1788592746.4074402,0.4536,0.3188,0.9634,1.1115
1788592746.4574404,0.501,0.3727,0.949,1.136
1788592746.5074403,0.464,0.35,0.9496,1.1133
1788592746.5574403,0.401,0.383,0.9797,1.1257
1788592746.6074402,0.4807,0.3912,0.9772,1.1572
1788592746.6574402,0.4125,0.3785,0.9095,1.068
1788592746.7074404,0.4696,0.3539,0.9363,1.1056
1788592746.7574403,0.4474,0.4054,0.9679,1.1408
1788592746.8074403,0.4791,0.4088,0.8796,1.0818
1788592746.8574402,0.4723,0.3935,1.0023,1.1758
1788592746.9074402,0.42,0.3541,0.9739,1.1182
1788592746.9574404,0.4698,0.4356,0.9333,1.132
1788592747.0074403,0.4439,0.3532,0.916,1.0774
1788592747.0574403,0.4359,0.3788,0.9478,1.1099
1788592747.1074402,0.4621,0.3379,0.9725,1.1285
1788592747.1574402,0.4373,0.3938,0.9101,1.0838
1788592747.2074404,0.4896,0.4004,0.9914,1.176
1788592747.2574403,0.4504,0.3678,0.8932,1.0658
1788592747.3074403,0.4367,0.373,0.9111,1.077
1788592747.3574402,0.4057,0.3469,0.9783,1.1145
1788592747.4074402,0.4447,0.3596,1.0128,1.1631
1788592747.4574404,0.4663,0.3626,0.9185,1.092
1788592747.5074403,0.4718,0.3876,0.9449,1.125
1788592747.5574403,0.4485,0.3366,0.9263,1.0828
1788592747.6074402,0.4335,0.4151,0.9824,1.1512
1788592747.6574402,0.4593,0.3616,0.9645,1.1278
1788592747.7074404,0.4302,0.3865,0.943,1.1062
1788592747.7574403,0.4301,0.3723,0.9703,1.1248
1788592747.8074403,0.4439,0.3781,0.9947,1.153
1788592747.8574402,0.4532,0.4134,0.9458,1.1273
1788592747.9074402,0.4681,0.3895,0.914,1.0983
1788592747.9574404,0.4746,0.3771,0.9169,1.0992
1788592748.0074403,0.4719,0.3552,0.9592,1.1265
1788592748.0574403,0.4266,0.386,0.9372,1.0997
1788592748.1074402,0.4595,0.4123,0.9442,1.1281
1788592748.1574402,0.4728,0.3795,0.8968,1.0825
1788592748.2074404,0.4765,0.3498,0.9387,1.1093
1788592748.2574403,0.4384,0.3842,0.9046,1.0762
1788592748.3074403,0.4548,0.3484,1.0296,1.1783
1788592748.3574402,0.471,0.3626,0.9309,1.1045
1788592748.4074402,0.4386,0.3563,0.9379,1.095
1788592748.4574404,0.5156,0.3662,0.902,1.1016
1788592748.5074403,0.4473,0.3863,0.9786,1.1432
1788592748.5574403,0.4782,0.3454,0.9348,1.1054
1788592748.6074402,0.5081,0.3869,0.9633,1.1558
1788592748.6574402,0.4913,0.2829,0.9793,1.1316
1788592748.7074404,0.4082,0.362,0.9294,1.0777
1788592748.7574403,0.4941,0.4271,0.9879,1.1843
1788592748.8074403,0.4545,0.3815,0.9623,1.1305
1788592748.8574402,0.3934,0.4133,1.0011,1.1523
1788592748.9074402,0.3998,0.3762,0.9037,1.0574
1788592748.9574404,0.4593,0.4033,0.8765,1.0686
1788592749.0074403,0.4201,0.3345,0.9075,1.0545
1788592749.0574403,0.4326,0.3748,0.939,1.0997
1788592749.1074402,0.437,0.4231,0.967,1.1424
1788592749.1574402,0.4109,0.3356,0.9586,1.0956
1788592749.2074404,0.4748,0.3906,0.9882,1.1638
1788592749.2574403,0.4607,0.3035,0.9775,1.1224
1788592749.3074403,0.445,0.3921,0.9502,1.1201
1788592749.3574402,0.4179,0.3974,0.9954,1.1504
1788592749.4074402,0.4998,0.3463,0.8964,1.0832
1788592749.4574404,0.4502,0.3359,0.9567,1.1094
1788592749.5074403,0.4567,0.3866,0.924,1.1008
1788592749.5574403,0.4589,0.3729,0.9759,1.1411
1788592749.6074402,0.4505,0.3719,0.9698,1.1322
1788592749.6574402,0.3895,0.3504,0.926,1.0639
1788592749.7074404,0.5158,0.3519,0.96,1.1452
1788592749.7574403,0.432,0.3655,0.9043,1.0668
1788592749.8074403,0.4401,0.3233,0.9144,1.0651
1788592749.8574402,0.457,0.3623,0.9854,1.145
1788592749.9074402,0.4449,0.339,0.9173,1.0744
1788592749.9574404,0.463,0.3501,0.9522,1.1152
1788592750.0074403,0.4607,0.3798,0.9445,1.1174
1788592750.0574403,0.459,0.4478,0.9637,1.1576
1788592750.1074402,0.4292,0.3774,0.856,1.0293
1788592750.1574402,0.4245,0.4001,0.9775,1.1383
1788592750.2074404,0.469,0.4003,1.0097,1.1831
1788592750.2574403,0.42,0.3949,0.9613,1.1209
1788592750.3074403,0.4556,0.4365,0.9468,1.1378
1788592750.3574402,0.4711,0.3869,0.9566,1.1343
1788592750.4074402,0.4329,0.4178,0.9926,1.1607
1788592750.4574404,0.4512,0.3786,0.9478,1.1159
1788592750.5074403,0.464,0.3685,0.9145,1.0897
1788592750.5574403,0.4357,0.3872,0.9883,1.1474
1788592750.6074402,0.5144,0.3871,0.8939,1.1016
1788592750.6574402,0.4428,0.3824,0.8828,1.0591
1788592750.7074404,0.4733,0.3407,1.0036,1.1607
1788592750.7574403,0.469,0.3709,0.9172,1.0949
1788592750.8074403,0.4349,0.3438,1.0207,1.1615
1788592750.8574402,0.4133,0.3753,0.938,1.0916
1788592750.9074402,0.4396,0.3959,0.8792,1.0597
1788592750.9574404,0.4285,0.3943,0.874,1.0502
1788592751.0074403,0.4797,0.3993,0.945,1.1325
1788592751.0574403,0.4349,0.4,0.9149,1.0891
1788592751.1074402,0.4408,0.3717,0.8997,1.0686
1788592751.1574402,0.4302,0.3248,0.938,1.0819
1788592751.2074404,0.4611,0.3541,0.9651,1.1267
1788592751.2574403,0.4532,0.4449,0.9048,1.1054
1788592751.3074403,0.4056,0.36,0.9749,1.1156
1788592751.3574402,0.5066,0.3857,0.9699,1.1602
1788592751.4074402,0.4647,0.3622,0.8428,1.0283
1788592751.4574404,0.4819,0.3817,0.943,1.1257
1788592751.5074403,0.4399,0.4099,1.0055,1.1716
1788592751.5574403,0.4143,0.4039,1.0167,1.1698
1788592751.6074402,0.4809,0.4014,0.9643,1.1499
1788592751.6574402,0.457,0.3829,0.9377,1.1112
1788592751.7074404,0.4484,0.4126,0.9749,1.1497
1788592751.7574403,0.4505,0.3751,0.9676,1.1313
1788592751.8074403,0.4439,0.3245,0.9724,1.1171
1788592751.8574402,0.4132,0.3584,1.0117,1.1501
1788592751.9074402,0.4511,0.4166,1.0185,1.1893
1788592751.9574404,0.4618,0.3869,0.9185,1.0985
1788592752.0074403,0.448,0.3881,0.9162,1.0912
1788592752.0574403,0.4277,0.38,0.9432,1.1032
1788592752.1074402,0.4468,0.3894,0.9401,1.1113
1788592752.1574402,0.4054,0.3983,0.9586,1.1144
1788592752.2074404,0.4859,0.4013,0.9987,1.1809
1788592752.2574403,0.4759,0.3817,0.9664,1.1428
1788592752.3074403,0.4529,0.3389,0.9317,1.09
1788592752.3574402,0.4468,0.3367,0.8892,1.0506
1788592752.4074402,0.4936,0.3989,0.9583,1.1494
1788592752.4574404,0.4313,0.4143,0.9184,1.096
1788592752.5074403,0.4435,0.3905,0.9736,1.1389
1788592752.5574403,0.4423,0.3431,0.9516,1.104
1788592752.6074402,0.4378,0.3694,0.9145,1.0791
1788592752.6574402,0.4203,0.2887,0.8978,1.0325
1788592752.7074404,0.4676,0.3687,0.9369,1.1101
1788592752.7574403,0.5244,0.3644,0.9456,1.141
1788592752.8074403,0.4418,0.3882,0.9693,1.1338
1788592752.8574402,0.4138,0.3615,0.9251,1.076
1788592752.9074402,0.443,0.3841,0.9138,1.0857
1788592752.9574404,0.3869,0.3578,0.8757,1.022
1788592753.0074403,0.4346,0.3684,0.9088,1.0726
1788592753.0574403,0.4928,0.4081,0.9405,1.1375
1788592753.1074402,0.3686,0.3466,0.8931,1.0265
1788592753.1574402,0.4816,0.4015,0.9566,1.1438
1788592753.2074404,0.4428,0.3446,1.0225,1.1663
1788592753.2574403,0.485,0.4427,1.0101,1.2048
1788592753.3074403,0.5101,0.3749,0.9555,1.1462
1788592753.3574402,0.4565,0.3528,0.9359,1.0994
1788592753.4074402,0.526,0.3989,0.9508,1.1575
1788592753.4574404,0.4136,0.3784,0.9451,1.0988
1788592753.5074403,0.3906,0.4169,0.9312,1.0925
1788592753.5574403,0.492,0.3799,0.9431,1.1295
1788592753.6074402,0.4963,0.4222,0.9638,1.1634
1788592753.6574402,0.4618,0.3786,0.9137,1.0915
1788592753.7074404,0.4649,0.4129,0.8705,1.0698
1788592753.7574403,0.5207,0.3588,1.0226,1.2023
1788592753.8074403,0.4687,0.3696,0.9236,1.0997
1788592753.8574402,0.4524,0.3561,0.8937,1.0631
1788592753.9074402,0.4937,0.3578,0.8824,1.0726
1788592753.9574404,0.4702,0.4158,0.8803,1.0812
1788592754.0074403,0.4046,0.3622,0.9864,1.126
1788592754.0574403,0.4642,0.3631,0.878,1.0575
1788592754.1074402,0.4346,0.369,0.9089,1.0729
1788592754.1574402,0.4997,0.3724,0.9138,1.1061
1788592754.2074404,0.4143,0.3776,0.9642,1.1153
1788592754.2574403,0.4151,0.3621,0.948,1.0964
1788592754.3074403,0.4195,0.3623,0.9718,1.1188
1788592754.3574402,0.4537,0.3736,1.0017,1.1614
1788592754.4074402,0.4575,0.3697,0.8774,1.0563
1788592754.4574404,0.4606,0.3875,0.936,1.1128
1788592754.5074403,0.4189,0.4214,0.8919,1.0717
1788592754.5574403,0.4342,0.3314,0.9883,1.1292
1788592754.6074402,0.4287,0.3672,1.007,1.1544
1788592754.6574402,0.4719,0.3712,0.9622,1.1342
1788592754.7074404,0.4323,0.3807,1.0419,1.1905
1788592754.7574403,0.45,0.3407,0.9681,1.1206
1788592754.8074403,0.3958,0.3279,0.9047,1.0405
1788592754.8574402,0.4786,0.3948,0.9508,1.1353
1788592754.9074402,0.4014,0.4122,0.9496,1.1103
1788592754.9574404,0.4786,0.3721,0.9711,1.1448
1788592755.0074403,0.4876,0.3433,0.9266,1.1019
1788592755.0574403,0.3768,0.4386,1.0581,1.2058
1788592755.1074402,0.4482,0.3866,0.9764,1.1418
1788592755.1574402,0.4636,0.3629,0.9592,1.1255
1788592755.2074404,0.4371,0.4356,0.9111,1.1004
1788592755.2574403,0.5164,0.4657,0.9235,1.156
1788592755.3074403,0.4626,0.3902,0.969,1.1425
1788592755.3574402,0.4224,0.3595,0.9251,1.0786
1788592755.4074402,0.4399,0.4186,0.8773,1.067
1788592755.4574404,0.4504,0.3853,1.0306,1.1889
1788592755.5074403,0.4645,0.3811,0.8777,1.0637
1788592755.5574403,0.4252,0.3931,1.0177,1.1709
1788592755.6074402,0.4352,0.3743,0.9154,1.0805
1788592755.6574402,0.4186,0.3295,0.9524,1.0913
1788592755.7074404,0.4065,0.3629,0.9557,1.1001
1788592755.7574403,0.4036,0.4278,0.957,1.1233
1788592755.8074403,0.4567,0.3637,0.8744,1.0514
1788592755.8574402,0.4681,0.3842,0.9297,1.1095
1788592755.9074402,0.46,0.4035,0.9996,1.172
1788592755.9574404,0.3792,0.3868,0.9526,1.0958
1788592756.0074403,0.4359,0.363,0.931,1.0902
1788592756.0574403,0.4406,0.3793,0.9444,1.109
1788592756.1074402,0.4614,0.3383,0.9721,1.128
1788592756.1574402,0.4547,0.4291,0.8973,1.0936
1788592756.2074404,0.4493,0.4154,0.94,1.1216
1788592756.2574403,0.4802,0.3824,0.9801,1.1565
1788592756.3074403,0.4562,0.352,0.9545,1.1149
1788592756.3574402,0.4396,0.4088,0.9506,1.1243
1788592756.4074402,0.4433,0.4228,0.9578,1.137
1788592756.4574404,0.4734,0.355,1.0188,1.1782
1788592756.5074403,0.4006,0.4062,0.9138,1.0773
1788592756.5574403,0.5001,0.4364,0.9618,1.1686
1788592756.6074402,0.5002,0.4212,0.9773,1.1759
1788592756.6574402,0.4881,0.3919,0.9268,1.1184
1788592756.7074404,0.4424,0.3478,1.0137,1.1594
1788592756.7574403,0.4567,0.3697,0.9494,1.1165
1788592756.8074403,0.4755,0.412,0.9194,1.1141
1788592756.8574402,0.3815,0.367,0.9455,1.0836
1788592756.9074402,0.4788,0.3855,0.8829,1.0758
1788592756.9574404,0.4972,0.3692,0.8621,1.0615
1788592757.0074403,0.5029,0.3551,0.959,1.1396
1788592757.0574403,0.5006,0.3766,0.9373,1.1274
1788592757.1074402,0.4166,0.3488,0.9257,1.0734
1788592757.1574402,0.4319,0.3614,0.9515,1.1057
1788592757.2074404,0.47,0.3702,0.955,1.1269
1788592757.2574403,0.4679,0.3608,1.0139,1.1735
1788592757.3074403,0.4869,0.3298,0.9381,1.1072
1788592757.3574402,0.4956,0.4372,0.9564,1.1625
1788592757.4074402,0.404,0.3534,0.9199,1.065
1788592757.4574404,0.4911,0.363,0.9944,1.167
1788592757.5074403,0.4193,0.3768,0.993,1.1419
1788592757.5574403,0.4428,0.4125,0.9812,1.1528
1788592757.6074402,0.3927,0.4211,0.9616,1.1208
1788592757.6574402,0.445,0.3578,0.9957,1.1478
1788592757.7074404,0.4903,0.3512,0.9938,1.1625
1788592757.7574403,0.4531,0.3719,0.9549,1.1205
1788592757.8074403,0.4819,0.3818,0.9319,1.1164
1788592757.8574402,0.4122,0.3617,0.9574,1.1033
1788592757.9074402,0.4518,0.3681,0.9288,1.0965
1788592757.9574404,0.507,0.342,0.9423,1.1234
1788592758.0074403,0.4715,0.314,0.9011,1.0644
1788592758.0574403,0.4467,0.434,0.9546,1.1398
1788592758.1074402,0.4584,0.4358,0.9423,1.1349
1788592758.1574402,0.4491,0.2614,0.9099,1.0478
1788592758.2074404,0.5256,0.3909,0.9619,1.1637
1788592758.2574403,0.3875,0.4106,0.8778,1.0437
1788592758.3074403,0.4264,0.3963,0.9606,1.1232
1788592758.3574402,0.3858,0.32,0.8876,1.0194
1788592758.4074402,0.4501,0.3856,0.9531,1.1224
1788592758.4574404,0.4232,0.3795,1.0266,1.1735
1788592758.5074403,0.4656,0.3957,0.9727,1.1487
1788592758.5574403,0.4513,0.3799,0.9322,1.1032
1788592758.6074402,0.4128,0.4005,0.8794,1.0508
1788592758.6574402,0.4204,0.3689,0.9807,1.129
1788592758.7074404,0.49,0.3169,0.9228,1.0918
1788592758.7574403,0.4334,0.3674,0.9853,1.1374
1788592758.8074403,0.4255,0.3241,1.0323,1.1626
1788592758.8574402,0.4649,0.379,0.8584,1.0472
1788592758.9074402,0.4501,0.4224,0.95,1.1329
1788592758.9574404,0.4333,0.3879,0.9372,1.103
1788592759.0074403,0.4596,0.371,0.9662,1.1324
1788592759.0574403,0.4303,0.3686,0.9654,1.1194
1788592759.1074402,0.472,0.365,0.9497,1.1216
1788592759.1574402,0.4656,0.3457,0.9711,1.1311
1788592759.2074404,0.4023,0.3914,0.9597,1.1118
1788592759.2574403,0.4223,0.3871,0.9442,1.1044
1788592759.3074403,0.4887,0.3803,0.9091,1.1
1788592759.3574402,0.4435,0.3799,0.9174,1.0875
1788592759.4074402,0.4402,0.4028,0.9208,1.0972
1788592759.4574404,0.4532,0.3234,0.9117,1.0683
1788592759.5074403,0.495,0.3553,1.0555,1.2187
1788592759.5574403,0.4456,0.3709,0.8785,1.0526
1788592759.6074402,0.4645,0.3711,0.9633,1.132
1788592759.6574402,0.43,0.345,0.9534,1.1013
1788592759.7074404,0.3731,0.378,0.9799,1.1146
1788592759.7574403,0.4251,0.3926,0.9613,1.122
1788592759.8074403,0.4626,0.3782,0.9558,1.1272
1788592759.8574402,0.4133,0.3741,0.9934,1.1391
1788592759.9074402,0.3935,0.3896,0.9391,1.0902
1788592759.9574404,0.4371,0.4131,0.9495,1.1239
1788592760.0074403,0.4761,0.4131,0.9657,1.1532
1788592760.0574403,0.4135,0.3503,0.9732,1.1139
1788592760.1074402,0.4768,0.4079,0.9436,1.1332
1788592760.1574402,0.5101,0.3946,0.95,1.1482
1788592760.2074404,0.48,0.4002,0.9572,1.1431
1788592760.2574403,0.5117,0.38,0.9707,1.1612
1788592760.3074403,0.426,0.359,0.9498,1.1011
1788592760.3574402,0.4746,0.3823,1.0178,1.1863
1788592760.4074402,0.4482,0.3545,0.9683,1.1243
1788592760.4574404,0.4607,0.3943,0.9496,1.1267
1788592760.5074403,0.4501,0.3506,1.0209,1.1695
1788592760.5574403,0.4171,0.4228,0.9092,1.086
1788592760.6074402,0.451,0.3797,0.9153,1.0887
1788592760.6574402,0.4864,0.3478,1.0116,1.1751
1788592760.7074404,0.4837,0.4286,0.9538,1.1521
1788592760.7574403,0.4845,0.4257,0.9366,1.1372
1788592760.8074403,0.401,0.3677,0.9409,1.0869
1788592760.8574402,0.4129,0.3794,0.9141,1.0724
1788592760.9074402,0.4549,0.3965,0.8489,1.0415
1788592760.9574404,0.4617,0.3777,0.9263,1.1018
1788592761.0074403,0.4397,0.3667,0.9132,1.0778
1788592761.0574403,0.4746,0.422,0.9598,1.1509
1788592761.1074402,0.4184,0.3352,0.9663,1.1051
1788592761.1574402,0.4822,0.394,0.9213,1.112
1788592761.2074404,0.4853,0.3548,0.8618,1.0508
1788592761.2574403,0.4317,0.3795,0.9466,1.1074
1788592761.3074403,0.3958,0.3876,0.9531,1.1024
1788592761.3574402,0.4747,0.4065,0.9454,1.1333
1788592761.4074402,0.4907,0.4109,0.9504,1.1458
1788592761.4574404,0.4642,0.3967,0.9059,1.0925
1788592761.5074403,0.4573,0.3582,0.9551,1.1179
1788592761.5574403,0.4656,0.3635,0.9523,1.1206
1788592761.6074402,0.4667,0.3922,0.908,1.0937
1788592761.6574402,0.4773,0.4576,0.9028,1.119
1788592761.7074404,0.4286,0.3305,0.9397,1.0844
1788592761.7574403,0.3911,0.3341,0.8979,1.0348
1788592761.8074403,0.4174,0.3444,0.9245,1.0712
1788592761.8574402,0.4248,0.2968,0.9671,1.0972
1788592761.9074402,0.4229,0.4118,0.9553,1.123
1788592761.9574404,0.4607,0.2983,0.8828,1.0395
1788592762.0074403,0.4607,0.393,0.9541,1.13
1788592762.0574403,0.4461,0.3982,0.9887,1.1555
1788592762.1074402,0.4573,0.3699,0.8681,1.0486
1788592762.1574402,0.4436,0.3542,0.9873,1.1389
1788592762.2074404,0.4508,0.3558,0.946,1.1067
1788592762.2574403,0.4849,0.3897,0.9727,1.1546
1788592762.3074403,0.4697,0.3045,0.9288,1.0844
1788592762.3574402,0.4329,0.3541,0.9645,1.1149
1788592762.4074402,0.4553,0.3553,0.9391,1.1025
1788592762.4574404,0.4496,0.3779,0.9608,1.1261
1788592762.5074403,0.4603,0.3594,0.9634,1.1266
1788592762.5574403,0.394,0.3281,0.9544,1.0834
1788592762.6074402,0.4295,0.3577,1.0062,1.151
1788592762.6574402,0.3941,0.3599,0.9444,1.0848
1788592762.7074404,0.4695,0.3775,0.9691,1.1411
1788592762.7574403,0.4476,0.3974,0.9424,1.1164
1788592762.8074403,0.4791,0.3401,1.0131,1.1711
1788592762.8574402,0.4873,0.3698,0.9675,1.1447
1788592762.9074402,0.394,0.4086,0.9003,1.0643
1788592762.9574404,0.4789,0.3859,1.0061,1.1792
1788592763.0074403,0.4675,0.4119,0.9436,1.1308
1788592763.0574403,0.4802,0.4026,0.9571,1.144
1788592763.1074402,0.417,0.4231,0.9598,1.1288
1788592763.1574402,0.4514,0.3025,0.9312,1.0781
1788592763.2074404,0.4243,0.3998,0.9903,1.1492
1788592763.2574403,0.4889,0.4216,0.9493,1.148
1788592763.3074403,0.4171,0.3788,0.9288,1.0863
1788592763.3574402,0.4303,0.4242,0.9203,1.1009
1788592763.4074402,0.4439,0.3937,0.9051,1.0822
1788592763.4574404,0.4673,0.3893,0.9496,1.1277
1788592763.5074403,0.462,0.3887,0.9923,1.1615
1788592763.5574403,0.4548,0.3891,1.0087,1.1729
1788592763.6074402,0.4482,0.3393,0.935,1.091
1788592763.6574402,0.4097,0.377,1.0005,1.145
1788592763.7074404,0.5031,0.3571,0.9988,1.174
1788592763.7574403,0.4511,0.3784,1.0123,1.1711
1788592763.8074403,0.4296,0.4053,0.9424,1.1122
1788592763.8574402,0.4604,0.3865,1.0105,1.1758
1788592763.9074402,0.432,0.4247,0.9706,1.1441
1788592763.9574404,0.5102,0.4005,0.9781,1.1736
1788592764.0074403,0.4545,0.354,0.9672,1.1258
1788592764.0574403,0.4598,0.3295,0.9649,1.1185
1788592764.1074402,0.4616,0.3704,0.9794,1.1443
1788592764.1574402,0.3862,0.3984,0.8728,1.0342
1788592764.2074404,0.394,0.3891,0.9492,1.0989
1788592764.2574403,0.475,0.3745,1.0067,1.1744
1788592764.3074403,0.4234,0.4424,0.8974,1.0864
1788592764.3574402,0.4537,0.3494,0.9987,1.1512
1788592764.4074402,0.4876,0.3962,0.9332,1.125
1788592764.4574404,0.4345,0.3328,1.0184,1.1562
1788592764.5074403,0.4949,0.3965,0.9363,1.1308
1788592764.5574403,0.4744,0.4067,0.9324,1.1224
1788592764.6074402,0.478,0.3674,0.9426,1.1189
1788592764.6574402,0.4703,0.3588,0.9563,1.1245
1788592764.7074404,0.4146,0.4273,0.9393,1.1121
1788592764.7574403,0.4243,0.4063,1.0202,1.1773
1788592764.8074403,0.3968,0.4124,0.9171,1.081
1788592764.8574402,0.4767,0.4168,0.963,1.1525
1788592764.9074402,0.455,0.3577,0.9562,1.1177
1788592764.9574404,0.4772,0.406,0.9993,1.1795
1788592765.0074403,0.472,0.4277,0.9322,1.129
1788592765.0574403,0.445,0.3364,0.9753,1.1236
1788592765.1074402,0.4729,0.3568,0.9267,1.0999
1788592765.1574402,0.4906,0.3721,0.9407,1.1243
1788592765.2074404,0.4658,0.3554,0.9683,1.1318
1788592765.2574403,0.4713,0.4004,0.9211,1.1094
1788592765.3074403,0.4376,0.3103,1.007,1.141
1788592765.3574402,0.4145,0.3885,0.9187,1.0802
1788592765.4074402,0.4207,0.3595,1.025,1.1648
1788592765.4574404,0.501,0.3637,0.9413,1.1266
1788592765.5074403,0.4339,0.412,0.9809,1.149
1788592765.5574403,0.5051,0.3948,0.9843,1.1747
1788592765.6074402,0.4787,0.4084,0.9543,1.1431
1788592765.6574402,0.439,0.3995,0.9199,1.0948
1788592765.7074404,0.4029,0.3825,0.976,1.123
1788592765.7574403,0.4066,0.3504,0.8971,1.0454
1788592765.8074403,0.45,0.3605,0.9309,1.095
1788592765.8574402,0.4324,0.3623,0.9358,1.0927
1788592765.9074402,0.435,0.3912,0.9556,1.1205
1788592765.9574404,0.42,0.4025,1.0104,1.1659
1788592766.0074403,0.4094,0.3992,0.9357,1.0966
1788592766.0574403,0.4389,0.3932,0.9199,1.0925
1788592766.1074402,0.4469,0.4201,0.918,1.1041
1788592766.1574402,0.4423,0.4092,0.9473,1.1227
1788592766.2074404,0.4688,0.3985,0.9861,1.1623
1788592766.2574403,0.469,0.4169,0.9788,1.1627
1788592766.3074403,0.4147,0.4036,0.9257,1.0917
1788592766.3574402,0.4336,0.3941,0.9301,1.0993
1788592766.4074402,0.4398,0.4073,0.9713,1.1414
1788592766.4574404,0.4611,0.3652,0.9721,1.1362
1788592766.5074403,0.4103,0.3353,0.9276,1.0683
1788592766.5574403,0.5,0.4072,1.0356,1.22
1788592766.6074402,0.427,0.408,0.9996,1.161
1788592766.6574402,0.4331,0.3981,0.9863,1.1484
1788592766.7074404,0.4327,0.353,0.9626,1.1129
1788592766.7574403,0.4505,0.42,0.9479,1.1304
1788592766.8074403,0.4216,0.3795,0.9716,1.1251
1788592766.8574402,0.4428,0.4121,0.953,1.1288
1788592766.9074402,0.4967,0.4352,0.8932,1.1108
1788592766.9574404,0.4897,0.4428,0.9729,1.1758
1788592767.0074403,0.4423,0.3949,0.9926,1.1562
1788592767.0574403,0.5422,0.3995,0.9357,1.1529
1788592767.1074402,0.4256,0.3601,1.0597,1.1974
1788592767.1574402,0.4363,0.4129,0.9407,1.1161
1788592767.2074404,0.4465,0.3876,0.8616,1.045
1788592767.2574403,0.4429,0.3668,0.9256,1.0897
1788592767.3074403,0.4386,0.3334,0.9784,1.1228
1788592767.3574402,0.4845,0.3692,0.9668,1.1427
1788592767.4074402,0.4354,0.3436,1.0321,1.1717
1788592767.4574404,0.4676,0.3132,0.9265,1.084
1788592767.5074403,0.458,0.3634,1.0058,1.1634
1788592767.5574403,0.4153,0.3683,0.9655,1.1137
1788592767.6074402,0.4323,0.3905,0.9345,1.1012
1788592767.6574402,0.5001,0.3918,0.9177,1.1161
1788592767.7074404,0.4892,0.3497,1.0199,1.184
1788592767.7574403,0.4644,0.3662,1.0361,1.193
1788592767.8074403,0.4211,0.3581,0.8976,1.0542
1788592767.8574402,0.4155,0.3543,0.9708,1.1138
1788592767.9074402,0.3956,0.4011,0.924,1.0822
1788592767.9574404,0.5143,0.385,0.9745,1.1672
1788592768.0074403,0.4294,0.3403,0.9862,1.1282
1788592768.0574403,0.3755,0.3435,0.9368,1.0661
1788592768.1074402,0.4477,0.3964,0.9606,1.1315
1788592768.1574402,0.447,0.3925,0.9788,1.1454
1788592768.2074404,0.4596,0.3866,0.9398,1.1153
1788592768.2574403,0.427,0.3787,0.9832,1.1368
